,id,data
1071,x-cZehoKj5w,"{0: 0.007007974055585293, 1: 0.5325004115942207, 2: 0.4186643223916577, 3: 0.01927814139581687, 4: 0.0018048018290316122, 5: 0.0019352694311301967, 6: 0.002320459494468915, 7: 1.8638228871209602e-05, 8: 0.012003019393077248, 9: 0.001230123105501438}"
1072,F2MoOM1ctiE,"{0: 0.00836886249825618, 1: 0.4440892389265283, 2: 0.5133532813444752, 5: 0.007342521821367161, 7: 0.012437016480364651, 6: 0.0002976698035689375, 4: 0.001348816297421774, 3: 0.01080603401497654}"
1073,6VXdosvVpQ0,"{0: 0.4498229966725882, 1: 0.47820920167121256, 2: 0.019226439168396905, 3: 0.0014948337544718102, 4: 0.00467213729954215, 5: 0.014422956643566232, 6: 0.016108553701433468, 7: 0.011645943308898874, 8: 0.0015605063671161566}"
1074,zpvI-JD2dSs,"{0: 0.38310894669531065, 1: 0.5154445627453079, 2: 0.031226177951098666, 3: 0.01262214214163781, 4: 0.004665184055843952, 5: 0.00714740217603586, 6: 0.026148340882888747, 7: 0.01431055446704746}"
1075,RictLTGVUwc,"{0: 0.536432650485378, 1: 0.00028151237107616116, 2: 0.0022644731387703935, 3: 0.42700167670005745, 6: 0.010477828580621271, 7: 0.0028893687317093596, 8: 0.00822572961200767, 9: 0.004810458648616562, 5: 0.0015591454398089784, 4: 0.001562238982348091}"
1076,EnhGlgCm4MU,"{0: 0.040168147351644194, 1: 0.49762498825543633, 2: 0.014472782191414062, 3: 0.3682364363340264, 4: 0.0033789544380530504, 5: 0.004680426075366644, 6: 0.006114132798825472, 7: 0.01221434611489845, 8: 0.04715224782247096}"
1077,2SNRJzk4FNQ,"{0: 0.4669839668207411, 1: 0.007241269299540606, 2: 0.4512104642276854, 3: 0.013288025937989355, 4: 0.017309304585889678, 5: 0.0032533776514842017, 6: 0.003360957984315658, 7: 0.007170785633202817, 8: 0.022424934895350277, 9: 0.0024854766550678024}"
1078,imgP7bfWldE,"{0: 0.4451045436888413, 1: 0.024148944697590845, 2: 0.4609818659399043, 3: 0.006501994684950323, 4: 0.005604848903385307, 5: 0.0031569665990470565, 6: 0.007318983111462005, 7: 0.011619733507624009, 8: 0.022564295447678764, 9: 0.005167066425783733, 10: 9.865520622021062e-05, 11: 1.54148759718975e-05}"
1079,4Su050aZg2I,"{0: 0.3370941903423016, 1: 0.009311145257788929, 2: 0.5181384248210018, 3: 0.014424428678850236, 4: 0.010363880079772689, 5: 0.010723509987903918, 6: 0.021035080262856953, 7: 0.029679275509203466, 8: 0.03084643802922813, 9: 0.013263804884428038}"
1080,mrbfnT5-QbU,"{0: 0.13801178285353047, 1: 0.2645163888217768, 2: 0.004268341789483188, 3: 0.4863586522199696, 5: 0.013755954925319332, 6: 0.0051015667106509704, 7: 0.0033328996846755865, 8: 0.03294800552592276, 4: 0.04543089189138885}"
1081,pHcF7iC984U,"{0: 0.02432855103012171, 1: 0.41550962126878216, 2: 0.4945638131502009, 3: 0.015526619976881708, 4: 0.004718841368055938, 5: 0.02384578772013346, 6: 0.014370707826205309, 7: 0.002763989936764818}"
1082,PreO9uPeMw8,"{0: 0.03569644598640073, 1: 0.40059193916142954, 2: 0.48573671280076886, 3: 0.0032213451494634057, 4: 0.004580562512105774, 5: 0.003251927540122322, 6: 0.009395590019266582, 7: 0.009745588490146962, 8: 0.009473745017618496, 9: 0.0328013130039723}"
1083,gdBVYDnImco,"{0: 0.5661499863377799, 1: 0.4043975788889721, 2: 0.0015773654271308232, 3: 0.0037881610651562887, 4: 0.003730200130826187, 5: 0.004003444535525877, 6: 0.01169982860123708, 7: 0.0023722582408028424}"
1084,bWToVLYXr4Q,"{0: 0.5881111354434093, 1: 0.34583754618606743, 2: 0.01230541279744309, 3: 0.017575167388093678, 4: 0.003112463365653729, 5: 0.003312816546377219, 6: 0.0019429599153858044, 7: 0.0023110506427609645, 8: 0.022024871750667453}"
1085,7ZVUoQd-P6o,"{0: 0.74211417845534, 1: 0.17422937818487863, 2: 0.024542275469345797, 3: 0.0015248680267220646, 4: 0.0034758539084867143, 5: 0.0014509136882437123, 6: 0.022334210220489745, 7: 0.00641641927179618, 8: 0.02075299603111712}"
1086,iF0MpB89ELc,"{0: 0.4746126884108564, 1: 0.2445841487102898, 2: 0.11358366762281252, 3: 0.08040671786209062, 4: 0.0281526602690471, 5: 0.002806946469071335, 6: 0.009618132295438273, 7: 0.00308185359748548, 8: 0.01210676524739844}"
1087,72P_9jmrOVI,"{0: 0.08011577386540951, 1: 0.5226270566372485, 2: 0.03312634761944974, 3: 0.3475903107375712, 4: 0.0006442673158982837, 5: 0.002813408530228906, 7: 0.0038915040889930808, 9: 3.237524200477848e-06, 8: 0.005345152455014657, 6: 0.000958307163346217}"
1088,rng8ToHDjaY,"{0: 0.08872830169525865, 1: 0.28919970053801647, 2: 0.11944218861029354, 3: 0.4436034412749961, 4: 0.003889199066084954, 5: 0.012194193482895212, 6: 0.00343239265049248, 7: 0.003641762257638676, 8: 0.008533397624606722, 9: 0.006014617805299312, 10: 0.014681250634453358}"
1089,C-UVwPqs8Go,"{0: 0.628410537315946, 1: 0.0012480746467502318, 2: 0.3255295650063644, 3: 0.004922961106626147, 4: 0.003471826695920428, 5: 0.0058392063830103764, 6: 0.004833812917572249, 7: 0.021172694900228314, 8: 0.0011539737805270605}"
1090,irV0M5GNUbk,"{0: 0.34986952675100896, 1: 0.003960509883707804, 2: 0.004273517922903813, 3: 0.008291519079117609, 4: 0.5606804411496983, 5: 0.01266085578953069, 6: 0.011626012884432647, 7: 0.013191053080414355, 8: 0.006011031936401861, 9: 0.0057906487251310566, 10: 0.006014225895985359, 11: 0.010533678706829391}"
1091,uJ8Y3zrQWnc,"{0: 0.5733072297980433, 1: 0.0068021621158148825, 2: 0.3377930842303458, 3: 0.008391953156539324, 7: 0.00901000675214643, 10: 0.012425378066599652, 9: 0.007202289299098679, 8: 0.013197051920074317, 6: 0.007823915458841972, 4: 0.006555655190399564, 5: 0.008299066488991425}"
1092,l1YuUpg3RM0,"{0: 0.08794799730138458, 1: 0.3455314577318207, 2: 0.044543137875576, 3: 0.16009119017243564, 4: 0.2914472443110066, 5: 0.004249359718372205, 6: 0.00296719775669624, 7: 0.0011734499749006056, 8: 0.004079896915457343, 9: 0.004888841993522161, 10: 0.04394202453693475}"
1093,WZ1Dm-dcl68,"{0: 0.0028894656937166465, 1: 0.4082602804577431, 2: 0.5134400966420161, 3: 0.009690321106159281, 4: 0.008590038689456039, 5: 0.009282204482752996, 6: 0.004117080496922769, 7: 0.0010023344270859366, 8: 0.011632956233573435, 9: 0.02848980524674725}"
1094,T5jMC8j7ElI,"{0: 0.5635574929112532, 1: 0.0002496931736425711, 2: 0.0021795251597610107, 3: 0.40194676033687454, 5: 0.001421981463455924, 8: 0.003851199796859735, 9: 0.002932836768377801, 7: 0.016196199585255432, 6: 0.00039358415506369863, 4: 0.00221761394896095}"
1095,SrPz5o2_z3U,"{0: 0.0034275083559311597, 1: 0.22042315696537845, 2: 0.2705209055937438, 3: 0.42414391120640615, 4: 0.005306804565807526, 5: 0.0027747997729710024, 6: 0.010213155073469496, 7: 0.0038752601374784797, 8: 0.05606041495869304}"
1096,G8LtKdikuTE,"{0: 0.003846564365296317, 1: 0.007824494856195113, 2: 0.6197730650180222, 3: 0.30383342775273575, 4: 0.006486202451620453, 5: 0.00840332684713079, 6: 0.006785881425650818, 7: 0.018079263036035173, 9: 0.007073244825406076, 8: 0.01414238445938738}"
1097,kmB8_DNeg5k,"{0: 0.4451350064483991, 1: 0.3674105186152175, 2: 0.12077582591531044, 3: 0.013092298814692808, 4: 0.007933579917574027, 5: 0.008084935973235239, 6: 0.029186492733332875, 7: 0.004537528418676078}"
1098,QjeV2_hKLao,"{0: 0.0030040967886463587, 1: 0.39249878321186876, 2: 0.49447368675521947, 3: 0.0387341535506042, 4: 0.02619881834561939, 5: 0.005482798967261235, 6: 0.012757741512298299, 7: 0.019213970984035104, 8: 0.003958187614224996}"
1099,KVRcd4QbrWw,"{0: 0.6325638123243096, 1: 0.27854794852409903, 2: 0.005555253891810191, 3: 0.03301408027133037, 4: 0.017885411402054175, 5: 0.00780241674428705, 6: 0.003934623433146737, 7: 0.001896304711941233, 8: 0.0009940980648503895, 9: 0.014009264325663014}"
1100,qh0xB4OJdpQ,"{0: 0.5353707329530947, 1: 0.37353890682400126, 2: 0.0017091106731017833, 3: 0.004983269050690483, 4: 0.002805953729593986, 5: 0.013191584103306196, 6: 0.019078520866210744, 7: 0.02216277805789978, 8: 0.02459547773244854}"
1101,3Fhvsoh0Jws,"{0: 0.3800645536997577, 1: 0.5149179759131682, 2: 0.02222208455171744, 3: 0.0045565495366009425, 4: 0.005544679585666358, 5: 0.0030882936016256553, 6: 0.024743519849333623, 7: 0.01991748029935051}"
1102,jdXs_SAlF4I,"{0: 0.1697907571312802, 1: 0.5639475353815816, 2: 0.16817008285540247, 3: 0.0054744869435212895, 4: 0.010688284032589633, 5: 0.014746251405526566, 6: 0.016392052414364866, 7: 0.04730735647924251}"
1103,Zp8BeJM5nSQ,"{0: 0.2982394564815459, 1: 0.545085332146685, 2: 0.022393812714270444, 3: 0.006580885348441749, 4: 0.01800342206038119, 5: 0.026727795779458316, 6: 0.02173259042449842, 7: 0.042155271289164305, 8: 0.01512663503663285}"
1104,7XTtHSObaS0,"{0: 0.38351950949871416, 1: 0.4690079421599154, 2: 0.0855223445310325, 3: 0.00539537849037925, 5: 0.04674751256434787, 4: 0.007094363168996129, 6: 2.712949586614055e-05}"
1105,wgnn0oNHG2U,"{0: 0.3088135270208551, 1: 0.17265943569506373, 2: 0.38039488859462683, 3: 0.016731342351785562, 4: 0.03988315661154164, 5: 0.008641679180125214, 6: 0.009732567958756258, 7: 0.016120181770986175, 8: 0.029460568642204393, 9: 0.009831142245982378}"
1106,kS9HjxXEeqY,"{0: 0.22221589849147433, 1: 0.004575219196317359, 2: 0.6306150776712232, 3: 0.02092206318039385, 6: 0.020485725758768312, 10: 0.004315946235641216, 8: 0.007050959784234208, 5: 0.024204079438705697, 4: 0.01604646677353757, 7: 0.008189231318909636, 9: 0.034303077443568517}"
1107,1cexawnOlR8,"{0: 0.6224803221978974, 1: 0.2792158959875665, 2: 0.005133775631277348, 6: 0.0034091478801447665, 8: 0.041481308176941636, 7: 0.03004729357108292, 5: 0.006072962449238942, 4: 0.004044185230368245, 3: 0.0032052674677049767}"
1108,8IHU42j3evQ,"{0: 0.7475726362063554, 1: 0.0013268152125059602, 2: 0.21024018125958296, 3: 0.014474907492350066, 4: 0.004830099926732785, 5: 0.0017947407630878806, 6: 0.0006156915139239084, 7: 0.0030199668757968055, 8: 0.0021056649776196694, 9: 0.0009851064222782778, 10: 0.00043714097488589676, 11: 0.0015915625634931319}"
1109,UuyxFw_GbuQ,"{0: 0.19467191441217654, 1: 0.09577028720509591, 2: 0.25239177326149703, 3: 0.34227437204934363, 4: 0.03285182704234213, 5: 0.004781943994846011, 6: 0.008278660414670305, 7: 0.0028172444848994418, 8: 0.006073581682462314, 9: 0.02064376760777804, 10: 0.02999612188188072}"
1110,RqmJsKkloCc,"{0: 0.009013606507078777, 1: 0.5584115514423649, 2: 0.3511580871993636, 3: 0.0027238060650079925, 4: 0.01509051176245891, 5: 0.0335028145996007, 6: 0.0006512088063464112, 7: 0.004279819414788507, 8: 0.0024983876320420163, 9: 0.01278936525926219, 10: 0.005967326850466181}"
1111,Ec_BcTJI9sE,"{0: 0.2433776920280336, 1: 0.6268686265122689, 2: 0.028832551626825086, 4: 0.03217655168441848, 5: 0.023699565531962064, 6: 0.009470467332106979, 7: 0.026140073647191862, 3: 0.005118587816896844}"
1112,aJeGeclGDpQ,"{0: 0.4317474075220551, 1: 0.0009503172883448051, 2: 0.0008326884383218793, 3: 0.46449466026930836, 4: 0.010515400092864948, 5: 0.02667698498684429, 6: 0.009846772945364679, 7: 0.0076737347159883205, 8: 0.019176598049837554, 9: 0.010057266676984988, 10: 0.012744157251199293}"
1113,K5_cTGoEGgY,"{0: 0.38064542946031016, 1: 0.4963277730349511, 2: 0.020722423126236907, 3: 0.006260531473718803, 4: 0.013592195758314256, 5: 0.015357166837727775, 6: 0.004543521564941275, 7: 0.03276707177868883, 8: 0.021572934552186816, 9: 0.002020763989474256}"
1114,5Xq_ZYB8rew,"{5: 0.007504059135190625, 2: 0.21908113997607276, 0: 0.5165730217056905, 1: 0.2196366005810972, 3: 0.0061367714920526235, 4: 0.004107203896769704, 6: 0.0030069646214322225, 7: 0.005431763801059678, 8: 0.0033861733037088447, 9: 0.0110825072637156}"
1115,leI4IvhTVRI,"{0: 0.5436343017569404, 1: 0.0006011353334354839, 2: 0.10390543003921995, 3: 0.3279729391618554, 5: 0.005637674613566901, 6: 0.0029536865842841875, 8: 0.000932572111869534, 9: 0.0022420723247038588, 7: 0.0034150985699478165, 4: 0.0011827743857861783, 10: 0.001400482857894736}"
1116,pAm5l-XiKNk,"{1: 0.01647646151340039, 2: 0.5861385000143717, 3: 0.030030375331780778, 4: 0.021813704353158492, 5: 0.025603434233094566, 6: 0.014286946273032997, 7: 0.007996282136047528, 8: 0.05572963080077797, 9: 0.030121405505888117, 10: 0.10183880951696536, 0: 0.10136449439924902}"
1117,BgbS0ObVdJE,"{7: 0.00966476216699962, 6: 0.006391546774970698, 3: 0.009871274179114745, 1: 0.5311351276932617, 0: 0.4075411303090798, 4: 0.009000481861361431, 5: 0.004884009086528352, 8: 0.006660012390720708, 9: 0.004436566393611669, 2: 0.005379637915605327}"
1118,ah5Nxb9Of-0,"{0: 0.4356572121275304, 1: 0.4574643499569855, 2: 0.003985375009775851, 3: 0.0026590891316251443, 4: 0.026538752313668153, 5: 0.0019226257201699825, 6: 0.005696186031961242, 7: 0.05840545895357048, 8: 0.0044024870304230825}"
1119,0Z9wmqlypUk,"{5: 0.022174833373990052, 4: 0.008876228547146536, 1: 0.43292073559383404, 0: 0.5010347730974729, 2: 0.006444708493008322, 3: 0.006743730376689516, 6: 0.008388350736931394, 7: 0.0026990659500633063, 9: 0.0015580613939141785, 8: 0.00043279483164271326}"
1120,62wXeZPEhao,"{0: 0.4273536738615035, 1: 0.39334517173597183, 2: 0.005808414128848452, 3: 0.013430572833081845, 4: 0.0044219915738424945, 5: 0.01468405075952529, 6: 0.006280051025414793, 7: 0.007267639694734261, 8: 0.12367648874243899}"
1121,1cbnCrHwVSg,"{0: 0.00198159751928338, 1: 0.874740042134309, 2: 0.03426878713381886, 3: 0.004778152380114723, 4: 0.006215317816454972, 5: 0.031164509791323486, 6: 0.01796625873712039, 7: 0.017066762252258078, 8: 0.01005677648864977}"
1122,ntbFS2hzW0Q,"{0: 0.48351061351884383, 1: 0.46076802434820296, 2: 0.008472181245049639, 3: 0.009605739219553093, 4: 0.005844811254833236, 5: 0.007220609015667974, 6: 0.0016584108448887028, 7: 0.0195903663100356}"
1123,Slzg6X53xo0,"{0: 0.7459990528767255, 1: 0.017641792787591495, 2: 0.009182554767727842, 3: 0.016052442086006827, 4: 0.00947123275230153, 5: 0.00485238499912425, 6: 0.0065585043236825015, 7: 0.05660034641358155}"
1124,OS0laJvgVxo,"{0: 0.6319039544436483, 1: 0.33283158476981467, 2: 0.014526527688359561, 4: 0.009113083849439124, 6: 0.0014689747100588707, 3: 0.0013057552978300857, 5: 0.003164643048213206, 7: 0.0020583781431071646}"
1125,ruY9Zvmef0Y,"{0: 0.42237965339682804, 1: 0.5029709285583788, 2: 0.013496902121914608, 3: 0.0034431188712018878, 4: 0.0076634165523603226, 5: 0.014704470790771917, 6: 0.016735663218387094, 7: 0.015528094549530589}"
1126,LFbws0IIqqg,"{0: 0.4683336595686184, 1: 0.4901900355249399, 2: 0.002044870540120758, 5: 0.013668564384269132, 4: 0.00589722339065385, 7: 0.002923623460620778, 3: 0.007175788066452193, 6: 0.00737569394410148}"
1127,I02ddD3D96I,"{3: 0.016483096602708205, 2: 0.008259822244372494, 0: 0.5155345128332912, 1: 0.35859789019021504, 4: 0.003501951989367147, 5: 0.011123847495639199, 6: 0.005166542071600517, 7: 0.06618822161309097, 8: 0.010964365811113881}"
1128,FHhTWCknDLs,"{1: 0.26830806687123643, 0: 0.711255901377224, 2: 0.00021445218504706487, 4: 0.011224048920327703, 6: 0.0007726586078899422, 7: 0.0026617300614658577, 5: 0.001829150990106665, 9: 9.461125810850124e-06, 3: 0.00010091867531630827, 8: 0.0012772519844711505}"
1129,vWH-8v_x68Y,"{0: 0.34359913276946624, 1: 0.008117681166728265, 2: 0.582522405556325, 3: 0.023265854058210043, 4: 0.018416043764889978, 5: 0.005864520439162191, 6: 0.007985327669443959, 7: 0.002694339051844713, 8: 0.0010273152408202257, 9: 0.00024264807835347457}"
1130,icZhxnE7rlM,"{4: 0.01265544429501124, 2: 0.014306292984212054, 0: 0.5002262746272848, 1: 0.4146339131487865, 3: 0.005296738458400686, 5: 0.008059838484533673, 6: 0.031697569619284896, 7: 0.010185545194373088}"
1131,7ofRCZboG30,"{0: 0.3131359687998592, 1: 0.602794475512078, 2: 0.027564422813492456, 3: 0.003600264298721959, 4: 0.007406810526824702, 5: 0.008605824241349768, 6: 0.008496236966366384, 7: 0.013840228199384262, 8: 0.007500282026075621}"
1132,4p3tN_iFHY0,"{0: 0.0019796533738998157, 1: 0.21009453439095974, 2: 0.29133842225361284, 3: 0.48414919048136495, 6: 0.0006112137346517832, 8: 0.0018574106269692511, 4: 0.0, 5: 0.0003769151363686163, 7: 0.00029881560360744963, 9: 0.0064109529501248375}"
1133,TjQcaK2Oa4w,"{1: 0.8872159586939711, 0: 0.029710533536204953, 2: 0.009462847023022412, 3: 0.014969070364920288, 4: 0.005531166595994416, 5: 0.005244319173879551, 6: 0.006793918834651069, 7: 0.01087214087949931, 8: 0.023403008156443736, 9: 0.0037227806739667003}"
1134,vFe1xEGtpjA,"{0: 0.010626933361296068, 1: 0.930893802757825, 2: 0.0037880773868818407, 3: 0.007857966759293419, 4: 0.009571776857337223, 5: 0.007707230115870453, 6: 0.01902230902322655, 7: 0.0076941225816600615}"
1135,IiUUuXeTtqA,"{4: 0.007713381052948066, 1: 0.004070079424602937, 0: 0.8469122940247972, 2: 0.009153756115318457, 3: 0.005083676690714698, 5: 0.012624463781941608, 6: 0.01290375219272738, 7: 0.01067258297846964, 8: 0.06231269632563115, 9: 0.024709179174499087}"
1136,mFxU5veg0Cw,"{0: 0.9972216489605826, 1: 1.8481270772197078e-05, 2: 1.8481270772197078e-05}"
1137,kiFM2QDPbw4,"{1: 0.2072097798883405, 0: 0.09883526920361904, 2: 0.6026086119489185, 3: 0.012670859269717009, 4: 0.03388949496245907, 5: 0.028900083424244404, 6: 0.0035102355130592552, 7: 0.003474940640441671, 8: 0.0038567669896681367}"
1138,i8cDwucTSbo,"{0: 0.6121929989801819, 1: 0.31219754594054, 2: 0.010899713541497644, 3: 0.008999733678036258, 4: 0.0063884793015867684, 5: 0.02128951795724536, 6: 0.00830794613800696, 7: 0.009590838524446355, 8: 0.003202359222859625, 9: 0.0009288790443588539}"
1139,U_lUHyN-4ZA,"{0: 0.01508838918200451, 1: 0.28845062651456055, 2: 0.5602548066222126, 3: 0.013602435208958204, 4: 0.045895287268759744, 5: 0.022480539959308345, 6: 0.008047349892001761, 7: 0.009216676541677026, 8: 0.007498738193092392, 9: 0.012586719834977837, 10: 0.008758977638587162, 11: 0.0035581387329265534}"
1140,SBgj3sdJJRk,"{0: 0.3877980821186525, 1: 0.5592453468917447, 2: 0.016138587434166938, 3: 0.011089989388504171, 4: 0.0024998860729003904, 5: 0.0005566152584193101, 6: 0.002239481273640029, 7: 0.002880728091818583, 8: 0.004820743846309313, 9: 0.007265293899366625}"
1141,i_HqR46dU_8,"{5: 0.017468760419809142, 6: 0.013591400581127757, 3: 0.032432003302583376, 0: 0.3445610580968863, 1: 0.0544100601768788, 2: 0.4077229640685281, 4: 0.019396325876057587, 7: 0.00986646766485114, 8: 0.029631158603388292, 9: 0.04544862736380816, 10: 0.01678601482986901}"
1142,Xm27e0oc1lM,"{5: 0.008814177423979223, 2: 0.660998875676928, 0: 0.03434178777032857, 1: 0.21278377882084712, 3: 0.024979945813426736, 4: 0.009329626396142323, 6: 0.007831602820794597, 7: 0.004113927109072478, 8: 0.01271548183203455, 9: 0.007760728587122178, 10: 0.009426273078422344}"
1143,hk8NfFhRKpw,"{0: 0.7572151430477656, 1: 0.014922415330651653, 3: 0.03236823157157638, 5: 0.062289028490649566, 6: 0.010466829168400534, 4: 0.003979971330994765, 2: 0.003041953191573951}"
1144,bst7GJGTVgo,"{0: 0.3776240727872153, 1: 0.5376686759643828, 2: 0.007071866061183294, 3: 0.019635094296934053, 4: 0.010071268120040864, 5: 0.03586030802049136, 6: 0.007553451090030233}"
1145,zgQW7LlidFs,"{0: 0.3604104862033449, 1: 0.007025557638121988, 2: 0.560992639300921, 3: 0.015217904000595268, 4: 0.02396261311023614, 5: 0.009383960378834051, 6: 0.005536040117671759, 7: 0.0016943261795115535, 8: 0.008338194953018123}"
1146,zbjrwJG54XA,"{6: 0.006792010224668455, 4: 0.11911037733744256, 0: 0.28759748972911536, 1: 0.00610994068544836, 2: 0.0052685091043531435, 3: 0.5008972082957499, 5: 0.015990387281634096, 7: 0.013520275632587234, 8: 0.009988812784661343, 9: 0.017360900841749974, 10: 0.006623086460282477, 11: 0.0019123445024877442}"
1147,ITEFUm6m3nc,"{0: 0.19161007226776725, 1: 0.057960759355870306, 2: 0.11721111734510059, 3: 0.5051123374393918, 4: 0.059945401408509395, 5: 0.011849234196135771, 6: 0.02162171215153624, 7: 0.007457062227321113, 8: 0.008034869407203384, 9: 0.004773189746853821, 10: 0.007448688210220912}"
1148,kcVeCaE4K9A,"{0: 0.008087076254026377, 1: 0.4248861391998898, 2: 0.44559914767948333, 3: 0.022656897378865965, 4: 0.016812769854768896, 6: 0.006825417593440967, 8: 0.01871616106864061, 7: 0.01541404210513194, 9: 0.0024111698846750445, 5: 0.029700379432161337}"
1149,7-IOCUCDL28,"{6: 0.013130374650528649, 7: 0.010504299720422963, 9: 0.03706202033829276, 5: 0.007046705103239483, 8: 0.019086770776325535, 4: 0.013003101229036862, 3: 0.0312583523182857, 1: 0.5123052186345266, 0: 0.3412539825974814, 2: 0.011161879064795016}"
1150,9tZq_n1_yXc,"{0: 0.3075819197201035, 1: 0.6174973727906836, 3: 0.018373003400291316, 6: 0.005356014642525057, 8: 0.008314998428436705, 10: 0.002244636841888026, 9: 0.01234391519273089, 7: 0.0027494420156648856, 5: 0.006505319503576528, 4: 0.007140294564931153, 2: 0.008486441695002659}"
1151,Jx2dyhRBkHA,"{0: 0.3926901354278421, 1: 0.522932313069765, 2: 0.024045695931766503, 3: 0.001720682604911112, 4: 0.0018860030904810344, 5: 0.01794570740298391, 6: 0.03437653933615402}"
1152,pYmuOQodT2Y,"{0: 0.6135006015016795, 1: 0.3429285526625102, 2: 0.007791866591075763, 4: 0.00031112155864986696, 5: 0.004967574219776235, 7: 0.006270827859898515, 6: 0.0182697493051619, 3: 0.0017146254787815344}"
1153,8CiguIt9Ir0,"{0: 0.36223540500860363, 1: 0.49745785576879203, 2: 0.004768929426151671, 3: 0.008272918717960636, 4: 0.005914733924573472, 5: 0.03420594346663671, 9: 0.02931087042597985, 11: 0.00535059164859209, 6: 0.010942958558317974, 7: 0.010214128785622969, 10: 0.02141988654082643, 8: 0.0036581648206481313}"
1154,P7cB6Vik7xw,"{5: 0.008787015762511995, 3: 0.015739581470220004, 0: 0.024526597232732105, 1: 0.2902787905470785, 2: 0.6354993602355438, 4: 0.006136235433319848, 6: 0.000963086278772167, 7: 0.015280968956519068, 8: 0.0010639810317864297}"
1155,5DRQP2CiMHU,"{0: 0.017266412102129553, 1: 0.3356885653372866, 2: 0.5666531790531696, 3: 0.009347256177383752, 4: 0.0018055267479777874, 5: 0.006528458297772949, 6: 0.0033866377419697327, 7: 0.017980462228448263, 8: 0.03846350013770984}"
1156,TyODZ4IjBVI,"{0: 0.09638286547406942, 1: 0.43820323528731114, 2: 0.00017125269028720044, 3: 0.0, 4: 0.0015921871745620303, 5: 0.0009210617666797821, 6: 3.23991576218997e-05, 7: 0.013251255467357845, 8: 0.024294739765337522}"
1157,y6xkxLKrDPw,"{1: 0.9194647238458249, 0: 0.002656122211634444, 3: 0.010890851384710246, 4: 0.0171147309738369, 5: 0.007912092859232995, 7: 0.008110926866601136, 6: 0.010692017377341934, 2: 0.005072142980409285, 8: 0.00028136887835117363, 9: 0.01602677131087893}"
1158,sGFFPJDzN-4,"{0: 0.07820722123087398, 1: 0.520520900565701, 2: 0.2030449143855119, 3: 0.0061999316602755206, 4: 0.020346254603439813, 5: 0.07003682751812865, 7: 0.04905273548729991, 9: 0.019738790386878757, 6: 0.028102813318653126, 8: 0.0013478112304946277}"
1159,ipEtAkxrm1w,"{0: 0.5897010598191356, 1: 0.32875472115387827, 2: 0.01849413764863215, 3: 0.003286234100120973, 4: 0.009513146664178233, 5: 0.008182757464865707, 6: 0.03783834216228007}"
1160,fcVy7EEgqNM,"{0: 0.5458007052105817, 1: 0.44020586578209286, 2: 0.008033323415649796, 3: 0.000753321896345297, 4: 0.0008387827837456974, 5: 4.4313052726174806e-05, 6: 3.4817398570585745e-05}"
1161,3K7rhvXe0aE,"{0: 0.014329092739346523, 1: 0.5073261059582346, 3: 0.0008906490138650969, 6: 0.0009569298707109101, 5: 0.000799512835702192, 7: 0.002584953416985312, 10: 0.00626768352547877, 9: 0.0005219617476605095, 8: 0.0025186725601395008, 11: 0.006263540971925918, 12: 0.0009113617816294325, 4: 1.2427660658584014e-05, 2: 0.45140163299461067}"
1162,jkcN-MRgpjc,"{1: 0.04472707865818764, 0: 0.000829469975115904, 2: 0.006989409790317785, 3: 0.0017425299477240516, 4: 0.07440152776795339, 5: 0.13305598600831983, 6: 0.46386018608419477, 7: 0.2214363333569094, 8: 0.045672288629831095}"
1163,jehPP5TEBlg,"{1: 0.01874450110059779, 2: 0.8054706076672238, 0: 0.0008700117418880132, 3: 0.1210559195141018, 4: 0.01694560464180732, 5: 0.005645264159768229, 6: 0.008510415610496353, 7: 0.016337250566652584}"
1164,qguKsY5dO58,"{1: 0.0612558084629171, 0: 0.006099109637308538, 2: 0.039023570107565866, 3: 0.09820103094627355, 4: 0.7522259067283379, 5: 0.023087186861694864, 6: 0.011922775613577366, 7: 0.003763204304075507, 8: 0.0003612962307144585}"
1165,Sglov6tOLsI,"{1: 0.0062287735516692285, 2: 0.03202815631121329, 3: 0.02423514324769962, 4: 0.9326672397514126, 5: 0.001486732148645059, 6: 0.00042276743563376355, 8: 0.00024661433745297445, 7: 0.0018848381505335299, 0: 3.523061963606189e-06}"
1166,JPs2bma7j70,"{1: 0.028178003234137737, 0: 0.0007671983042273033, 2: 0.16499723874748215, 3: 0.38888025423364414, 4: 0.40683666281965314, 5: 2.645511393889466e-05, 6: 0.0007605845257425692, 7: 0.0034821543722039494}"
1167,A0C1b-r59v0,"{0: 0.00032763252735731603, 1: 0.0012158807126370838, 2: 0.041656655672775246, 3: 0.007699364392897097, 4: 0.4902984368288084, 5: 0.06405943982118464, 6: 0.38349387327173845, 8: 0.0014779867345232067, 7: 0.0015325921557493016, 9: 0.002937771661970512}"
1168,heIHNShzWrw,"{0: 0.002769715862266652, 1: 0.4601526389336773, 3: 3.5830735604647224e-06, 2: 0.0}"
1169,vfLSu_c3UhY,"{2: 0.7500493091528161, 1: 0.19676947192492478, 0: 0.0439007173184125}"
1170,pz6uMRfxZOk,"{2: 0.09534530065320575, 3: 0.7334303851586471, 1: 5.411811820478507e-05, 0: 5.411811820478507e-05, 4: 0.0002002370373578588, 5: 0.00031929689740817224}"
